"SCORE_THRESHOLD","AUDIENCE_SIZE","VERIFIED_PATIENTS","AQ_SCORE","INCREMENTAL_AQ_SCORE","PERCENT_POPULATION","PERCENT_PATIENTS","THRESHOLD_3X","PREVALENCE","MODEL_POWER_INDEX","TRUE_POSITIVE","FALSE_POSITIVE","TRUE_NEGATIVE","FALSE_NEGATIVE"
0.0206000000,23159750,74400,0.0032120000,0.0000000000,5.1697000000,97.3185000000,0.0005120000,0.0001710000,18.7836257310,74400.0000000000,23085350.0000000000,424827650.0000000000,2050.0000000000
0.0205000000,23385450,74400,0.0031810000,0.0000000000,5.2201000000,97.3185000000,0.0005120000,0.0001710000,18.6023391810,74400.0000000000,23311050.0000000000,424601950.0000000000,2050.0000000000
0.0204000000,23613650,74400,0.0031510000,0.0000000000,5.2710000000,97.3185000000,0.0005120000,0.0001710000,18.4269005850,74400.0000000000,23539250.0000000000,424373750.0000000000,2050.0000000000
0.0203000000,23844300,74400,0.0031200000,0.0000000000,5.3225000000,97.3185000000,0.0005120000,0.0001710000,18.2456140350,74400.0000000000,23769900.0000000000,424143100.0000000000,2050.0000000000
0.0202000000,24076900,74450,0.0030920000,0.0002150000,5.3744000000,97.3839000000,0.0005120000,0.0001710000,18.0818713450,74450.0000000000,24002450.0000000000,423910550.0000000000,2000.0000000000
0.0201000000,24313050,74450,0.0030620000,0.0000000000,5.4271000000,97.3839000000,0.0005120000,0.0001710000,17.9064327490,74450.0000000000,24238600.0000000000,423674400.0000000000,2000.0000000000
0.0200000000,24551050,74450,0.0030320000,0.0000000000,5.4803000000,97.3839000000,0.0005120000,0.0001710000,17.7309941520,74450.0000000000,24476600.0000000000,423436400.0000000000,2000.0000000000
0.0199000000,24791700,74450,0.0030030000,0.0000000000,5.5340000000,97.3839000000,0.0005120000,0.0001710000,17.5614035090,74450.0000000000,24717250.0000000000,423195750.0000000000,2000.0000000000
0.0198000000,25035150,74500,0.0029760000,0.0002050000,5.5883000000,97.4493000000,0.0005120000,0.0001710000,17.4035087720,74500.0000000000,24960650.0000000000,422952350.0000000000,1950.0000000000
0.0197000000,25281850,74500,0.0029470000,0.0000000000,5.6434000000,97.4493000000,0.0005120000,0.0001710000,17.2339181290,74500.0000000000,25207350.0000000000,422705650.0000000000,1950.0000000000
0.0196000000,25531100,74500,0.0029180000,0.0000000000,5.6990000000,97.4493000000,0.0005120000,0.0001710000,17.0643274850,74500.0000000000,25456600.0000000000,422456400.0000000000,1950.0000000000
0.0195000000,25784450,74500,0.0028890000,0.0000000000,5.7556000000,97.4493000000,0.0005120000,0.0001710000,16.8947368420,74500.0000000000,25709950.0000000000,422203050.0000000000,1950.0000000000
0.0194000000,26039950,74500,0.0028610000,0.0000000000,5.8126000000,97.4493000000,0.0005120000,0.0001710000,16.7309941520,74500.0000000000,25965450.0000000000,421947550.0000000000,1950.0000000000
0.0193000000,26297650,74500,0.0028330000,0.0000000000,5.8701000000,97.4493000000,0.0005120000,0.0001710000,16.5672514620,74500.0000000000,26223150.0000000000,421689850.0000000000,1950.0000000000
0.0192000000,26557800,74550,0.0028070000,0.0001920000,5.9282000000,97.5147000000,0.0005120000,0.0001710000,16.4152046780,74550.0000000000,26483250.0000000000,421429750.0000000000,1900.0000000000
0.0191000000,26821650,74550,0.0027790000,0.0000000000,5.9871000000,97.5147000000,0.0005120000,0.0001710000,16.2514619880,74550.0000000000,26747100.0000000000,421165900.0000000000,1900.0000000000
0.0190000000,27088500,74550,0.0027520000,0.0000000000,6.0467000000,97.5147000000,0.0005120000,0.0001710000,16.0935672510,74550.0000000000,27013950.0000000000,420899050.0000000000,1900.0000000000
0.0189000000,27356850,74550,0.0027250000,0.0000000000,6.1066000000,97.5147000000,0.0005120000,0.0001710000,15.9356725150,74550.0000000000,27282300.0000000000,420630700.0000000000,1900.0000000000
0.0188000000,27629600,74600,0.0027000000,0.0001830000,6.1675000000,97.5801000000,0.0005120000,0.0001710000,15.7894736840,74600.0000000000,27555000.0000000000,420358000.0000000000,1850.0000000000
0.0187000000,27905550,74600,0.0026730000,0.0000000000,6.2291000000,97.5801000000,0.0005120000,0.0001710000,15.6315789470,74600.0000000000,27830950.0000000000,420082050.0000000000,1850.0000000000
0.0186000000,28185250,74600,0.0026470000,0.0000000000,6.2915000000,97.5801000000,0.0005120000,0.0001710000,15.4795321640,74600.0000000000,28110650.0000000000,419802350.0000000000,1850.0000000000
0.0185000000,28467050,74600,0.0026210000,0.0000000000,6.3544000000,97.5801000000,0.0005120000,0.0001710000,15.3274853800,74600.0000000000,28392450.0000000000,419520550.0000000000,1850.0000000000
0.0184000000,28752000,74600,0.0025950000,0.0000000000,6.4180000000,97.5801000000,0.0005120000,0.0001710000,15.1754385960,74600.0000000000,28677400.0000000000,419235600.0000000000,1850.0000000000
0.0183000000,29041800,74650,0.0025700000,0.0001730000,6.4827000000,97.6455000000,0.0005120000,0.0001710000,15.0292397660,74650.0000000000,28967150.0000000000,418945850.0000000000,1800.0000000000
0.0182000000,29331950,74650,0.0025450000,0.0000000000,6.5475000000,97.6455000000,0.0005120000,0.0001710000,14.8830409360,74650.0000000000,29257300.0000000000,418655700.0000000000,1800.0000000000
0.0181000000,29627650,74650,0.0025200000,0.0000000000,6.6135000000,97.6455000000,0.0005120000,0.0001710000,14.7368421050,74650.0000000000,29553000.0000000000,418360000.0000000000,1800.0000000000
0.0180000000,29927000,74650,0.0024940000,0.0000000000,6.6803000000,97.6455000000,0.0005120000,0.0001710000,14.5847953220,74650.0000000000,29852350.0000000000,418060650.0000000000,1800.0000000000
0.0179000000,30229700,74700,0.0024710000,0.0001650000,6.7479000000,97.7109000000,0.0005120000,0.0001710000,14.4502923980,74700.0000000000,30155000.0000000000,417758000.0000000000,1750.0000000000
0.0178000000,30537700,74700,0.0024460000,0.0000000000,6.8166000000,97.7109000000,0.0005120000,0.0001710000,14.3040935670,74700.0000000000,30463000.0000000000,417450000.0000000000,1750.0000000000
0.0177000000,30849300,74700,0.0024210000,0.0000000000,6.8862000000,97.7109000000,0.0005120000,0.0001710000,14.1578947370,74700.0000000000,30774600.0000000000,417138400.0000000000,1750.0000000000
0.0176000000,31162650,74700,0.0023970000,0.0000000000,6.9561000000,97.7109000000,0.0005120000,0.0001710000,14.0175438600,74700.0000000000,31087950.0000000000,416825050.0000000000,1750.0000000000
0.0175000000,31478600,74750,0.0023750000,0.0001580000,7.0266000000,97.7763000000,0.0005120000,0.0001710000,13.8888888890,74750.0000000000,31403850.0000000000,416509150.0000000000,1700.0000000000
0.0174000000,31799600,74750,0.0023510000,0.0000000000,7.0983000000,97.7763000000,0.0005120000,0.0001710000,13.7485380120,74750.0000000000,31724850.0000000000,416188150.0000000000,1700.0000000000
0.0173000000,32123600,74750,0.0023270000,0.0000000000,7.1706000000,97.7763000000,0.0005120000,0.0001710000,13.6081871350,74750.0000000000,32048850.0000000000,415864150.0000000000,1700.0000000000
0.0172000000,32452400,74750,0.0023030000,0.0000000000,7.2440000000,97.7763000000,0.0005120000,0.0001710000,13.4678362570,74750.0000000000,32377650.0000000000,415535350.0000000000,1700.0000000000
0.0171000000,32783050,74800,0.0022820000,0.0001510000,7.3178000000,97.8417000000,0.0005120000,0.0001710000,13.3450292400,74800.0000000000,32708250.0000000000,415204750.0000000000,1650.0000000000
0.0170000000,33118800,74800,0.0022590000,0.0000000000,7.3928000000,97.8417000000,0.0005120000,0.0001710000,13.2105263160,74800.0000000000,33044000.0000000000,414869000.0000000000,1650.0000000000
0.0169000000,33457600,74800,0.0022360000,0.0000000000,7.4684000000,97.8417000000,0.0005120000,0.0001710000,13.0760233920,74800.0000000000,33382800.0000000000,414530200.0000000000,1650.0000000000
0.0168000000,33800950,74800,0.0022130000,0.0000000000,7.5450000000,97.8417000000,0.0005120000,0.0001710000,12.9415204680,74800.0000000000,33726150.0000000000,414186850.0000000000,1650.0000000000
0.0167000000,34148800,74850,0.0021920000,0.0001440000,7.6227000000,97.9071000000,0.0005120000,0.0001710000,12.8187134500,74850.0000000000,34073950.0000000000,413839050.0000000000,1600.0000000000
0.0166000000,34501250,74850,0.0021690000,0.0000000000,7.7014000000,97.9071000000,0.0005120000,0.0001710000,12.6842105260,74850.0000000000,34426400.0000000000,413486600.0000000000,1600.0000000000
0.0165000000,34857800,74850,0.0021470000,0.0000000000,7.7809000000,97.9071000000,0.0005120000,0.0001710000,12.5555555560,74850.0000000000,34782950.0000000000,413130050.0000000000,1600.0000000000
0.0164000000,35217600,74850,0.0021250000,0.0000000000,7.8613000000,97.9071000000,0.0005120000,0.0001710000,12.4269005850,74850.0000000000,35142750.0000000000,412770250.0000000000,1600.0000000000
0.0163000000,35583200,74900,0.0021050000,0.0001370000,7.9429000000,97.9725000000,0.0005120000,0.0001710000,12.3099415200,74900.0000000000,35508300.0000000000,412404700.0000000000,1550.0000000000
0.0162000000,35952050,74900,0.0020830000,0.0000000000,8.0252000000,97.9725000000,0.0005120000,0.0001710000,12.1812865500,74900.0000000000,35877150.0000000000,412035850.0000000000,1550.0000000000
0.0161000000,36324550,74900,0.0020620000,0.0000000000,8.1083000000,97.9725000000,0.0005120000,0.0001710000,12.0584795320,74900.0000000000,36249650.0000000000,411663350.0000000000,1550.0000000000
0.0160000000,36702350,74900,0.0020410000,0.0000000000,8.1927000000,97.9725000000,0.0005120000,0.0001710000,11.9356725150,74900.0000000000,36627450.0000000000,411285550.0000000000,1550.0000000000
0.0159000000,37085300,74900,0.0020200000,0.0000000000,8.2782000000,97.9725000000,0.0005120000,0.0001710000,11.8128654970,74900.0000000000,37010400.0000000000,410902600.0000000000,1550.0000000000
0.0158000000,37472750,74950,0.0020000000,0.0001290000,8.3647000000,98.0379000000,0.0005120000,0.0001710000,11.6959064330,74950.0000000000,37397800.0000000000,410515200.0000000000,1500.0000000000
0.0157000000,37865300,74950,0.0019790000,0.0000000000,8.4523000000,98.0379000000,0.0005120000,0.0001710000,11.5730994150,74950.0000000000,37790350.0000000000,410122650.0000000000,1500.0000000000
0.0156000000,38261650,74950,0.0019590000,0.0000000000,8.5407000000,98.0379000000,0.0005120000,0.0001710000,11.4561403510,74950.0000000000,38186700.0000000000,409726300.0000000000,1500.0000000000
0.0155000000,38661700,74950,0.0019390000,0.0000000000,8.6300000000,98.0379000000,0.0005120000,0.0001710000,11.3391812870,74950.0000000000,38586750.0000000000,409326250.0000000000,1500.0000000000
0.0154000000,39066600,74950,0.0019190000,0.0000000000,8.7204000000,98.0379000000,0.0005120000,0.0001710000,11.2222222220,74950.0000000000,38991650.0000000000,408921350.0000000000,1500.0000000000
0.0153000000,39477400,75000,0.0019000000,0.0001220000,8.8121000000,98.1033000000,0.0005120000,0.0001710000,11.1111111110,75000.0000000000,39402400.0000000000,408510600.0000000000,1450.0000000000
0.0152000000,39892700,75000,0.0018800000,0.0000000000,8.9048000000,98.1033000000,0.0005120000,0.0001710000,10.9941520470,75000.0000000000,39817700.0000000000,408095300.0000000000,1450.0000000000
0.0151000000,40310050,75000,0.0018610000,0.0000000000,8.9980000000,98.1033000000,0.0005120000,0.0001710000,10.8830409360,75000.0000000000,40235050.0000000000,407677950.0000000000,1450.0000000000
0.0150000000,40737250,75000,0.0018410000,0.0000000000,9.0934000000,98.1033000000,0.0005120000,0.0001710000,10.7660818710,75000.0000000000,40662250.0000000000,407250750.0000000000,1450.0000000000
